px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.59695	-6.55027	-2.75048	-2.65421	-0.350219	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.0117246
7.71965	-6.47832	-2.74068	-2.66946	-0.347144	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.236363
7.86704	-6.42656	-2.7522	-2.71142	-0.382329	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0.0115744
7.99561	-6.3615	-2.74499	-2.72844	-0.379067	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.16715
8.07751	-6.26261	-2.70132	-2.68075	-0.278999	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	0.104429
8.18823	-6.19221	-2.6973	-2.68631	-0.271521	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.343814
8.31237	-6.11428	-2.68936	-2.68278	-0.243858	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.00707686
8.44721	-6.03348	-2.70018	-2.68764	-0.235434	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.216991
8.55331	-5.95609	-2.68574	-2.67196	-0.194068	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.01653
8.6692	-5.88356	-2.68875	-2.67391	-0.18679	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.174288
8.79812	-5.82923	-2.69791	-2.69347	-0.202081	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.00306422
8.92438	-5.74531	-2.71659	-2.68986	-0.188707	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.578586
9.02749	-5.65711	-2.69534	-2.6537	-0.117676	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	0.0532986
9.14904	-5.56496	-2.71364	-2.6435	-0.102172	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.709429
9.25123	-5.45522	-2.69012	-2.59602	-0.0246796	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	0.0577227
9.37466	-5.34867	-2.70401	-2.57976	-0.00797755	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.74544
9.47474	-5.23587	-2.68653	-2.53418	0.0585801	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	0.0406338
9.58839	-5.12961	-2.69279	-2.5169	0.0716962	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.491558
9.70093	-5.05614	-2.69586	-2.52321	0.0557415	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.00311302
9.80214	-4.97074	-2.69227	-2.51434	0.0613256	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.183725
9.89622	-4.8575	-2.6731	-2.46776	0.126332	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	0.0403397
10.001	-4.76506	-2.66474	-2.45791	0.12907	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.163338
10.0859	-4.64263	-2.64706	-2.40271	0.200922	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	0.0470945
10.1848	-4.52483	-2.65327	-2.37907	0.212401	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.400737
10.2772	-4.41086	-2.64879	-2.35003	0.236202	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.0060474
10.3742	-4.29668	-2.65226	-2.33047	0.242137	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.110594
10.4608	-4.1918	-2.65281	-2.3063	0.26063	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.00349211
10.5497	-4.06559	-2.67423	-2.28013	0.271969	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.622472
10.6599	-3.97734	-2.68787	-2.29834	0.223769	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	0.0219414
10.7469	-3.85053	-2.70713	-2.27429	0.234821	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.586775
10.7804	-3.70134	-2.68904	-2.17926	0.358858	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	0.136178
10.856	-3.5594	-2.71469	-2.14726	0.370748	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.862559
10.9606	-3.46589	-2.72428	-2.1771	0.296309	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	0.049832
11.0386	-3.3336	-2.74258	-2.1544	0.302743	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.381139
11.0726	-3.18808	-2.73505	-2.07993	0.390509	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	0.0682033
11.1401	-3.04415	-2.75791	-2.05165	0.397485	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.566
11.1423	-2.86348	-2.75294	-1.93305	0.542558	11.1386	-2.78926	11.15	-2.8	0	2.73104	0.182061
11.1852	-2.70748	-2.76101	-1.89426	0.550292	11.141	-2.65084	11.15	-2.65	0	2.73102	0.281251
11.1929	-2.54099	-2.76297	-1.81269	0.626494	11.1042	-2.54354	11.15	-2.55	0	1.81785	0.0490909
11.2153	-2.40491	-2.74499	-1.77635	0.629341	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.38312
11.308	-2.30665	-2.72894	-1.84155	0.480654	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	0.193693
11.3446	-2.15232	-2.7529	-1.81242	0.483475	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.559332
11.3562	-1.9945	-2.75554	-1.75774	0.524875	11.3117	-1.92025	11.35	-1.95	0	1.81854	0.0149064
11.3773	-1.84907	-2.74962	-1.72713	0.526834	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0538481
11.3917	-1.69729	-2.7506	-1.68878	0.541563	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.00197561
11.3991	-1.54403	-2.75101	-1.65399	0.546013	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.102821
11.3387	-1.37627	-2.75919	-1.53951	0.674046	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	0.139404
11.3169	-1.22774	-2.75216	-1.49489	0.681264	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.301496
11.2172	-1.05957	-2.77727	-1.35675	0.833668	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	0.198608
11.1607	-0.914172	-2.77081	-1.29931	0.844607	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.609235
11.0889	-0.777096	-2.78422	-1.22264	0.894994	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0.0246002
11.0233	-0.646637	-2.7844	-1.16911	0.902799	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.340045
10.9039	-0.512255	-2.82434	-1.05301	1.00892	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	0.110041
10.818	-0.387164	-2.83011	-0.995432	1.01461	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.296266
10.7232	-0.260833	-2.83285	-0.932365	1.02524	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.00112181
10.6126	-0.162395	-2.80943	-0.863361	1.0399	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.827333
10.4678	-0.0636554	-2.86234	-0.749066	1.1356	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	0.105881
10.3419	0.0144552	-2.85148	-0.677608	1.15075	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.68024
10.2416	0.0922232	-2.81691	-0.635512	1.12469	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	0.0164505
10.1068	0.12861	-2.7822	-0.553132	1.15461	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	2.11862
9.96892	0.1944	-2.78749	-0.477545	1.17365	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.00550525
9.81325	0.215377	-2.75835	-0.383964	1.20631	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	1.85233
9.65959	0.252435	-2.79219	-0.299018	1.23952	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	0.0236225
9.51209	0.258473	-2.77783	-0.214666	1.26369	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.838093
9.38332	0.26585	-2.69369	-0.15152	1.24789	9.22819	0.16178	9.35	0.15	-1.81963	0	0.0748439
9.23416	0.251405	-2.67634	-0.0622982	1.27137	9.24456	0.139817	9.25	0.15	-1.81962	0	0.714575
9.09103	0.258154	-2.7051	0.00402215	1.27563	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0.00909724
8.95705	0.252922	-2.70416	0.0678541	1.27585	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.00188961
8.8178	0.247744	-2.72514	0.126747	1.2706	8.84168	0.257617	8.8	0.25	-2.99995	0	0.00493853
8.68047	0.230309	-2.72942	0.187955	1.26753	8.65606	0.24536	8.65	0.25	-2.99994	0	0.042661
8.53916	0.211491	-2.74992	0.243327	1.2573	8.43549	0.247188	8.5	0.25	-2.99323	0	0.00477428
8.3996	0.191527	-2.75915	0.294016	1.24308	8.34184	0.250769	8.35	0.25	-2.9932	0	0.368715
8.2571	0.152612	-2.75887	0.354746	1.23531	8.27073	0.243988	8.2	0.25	-2.73233	0	3.26893e-05
8.10781	0.13463	-2.76534	0.392862	1.20344	8.03847	0.260731	8.05	0.25	-2.73234	0	1.17011
7.97088	0.109584	-2.78863	0.423189	1.16764	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.0143622
7.8316	0.0724706	-2.79792	0.462891	1.14701	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.834831
7.67723	0.0581167	-2.84267	0.466533	1.07914	7.46173	0.143776	7.6	0.15	-2.99599	0	0.0582509
7.53882	0.0271482	-2.84288	0.492541	1.05007	7.45455	0.149294	7.45	0.15	-2.99596	0	1.22639
7.42507	-0.0673552	-2.80341	0.578001	1.09122	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	0.0407524
7.29228	-0.107957	-2.78662	0.603904	1.05783	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.55926
7.14823	-0.14535	-2.79905	0.606345	0.986887	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	0.0466141
7.01052	-0.212924	-2.79843	0.641799	0.967692	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.692704
6.94799	-0.368968	-2.74544	0.77993	1.08674	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	0.163841
6.84282	-0.450176	-2.72754	0.821949	1.07058	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.645425
6.68475	-0.453576	-2.74359	0.748995	0.896238	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	0.252275
6.58097	-0.546384	-2.74623	0.790391	0.892584	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0627195
6.51723	-0.706091	-2.73526	0.907611	0.988184	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	0.0821598
6.43226	-0.83164	-2.73605	0.966011	0.992151	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0482028
6.38999	-0.98715	-2.74117	1.073	1.0734	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	0.0524075
6.33241	-1.11824	-2.74623	1.13285	1.07883	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.132492
6.26645	-1.2591	-2.7528	1.18983	1.07507	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.00144154
6.21716	-1.40931	-2.75928	1.25349	1.07859	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.112991
6.25472	-1.6306	-2.80693	1.4402	1.26499	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	0.28784
6.25632	-1.77953	-2.79351	1.51681	1.27344	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.452074
6.25961	-1.91767	-2.78997	1.58534	1.28053	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.000775984
6.28088	-2.05444	-2.78084	1.65723	1.28914	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.32962
6.29089	-2.19311	-2.75604	1.70811	1.25689	6.45002	-2.23466	6.35	-2.2	0	-2.72856	0.015644
6.32074	-2.34177	-2.75448	1.77957	1.25936	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.0210676
6.37421	-2.49902	-2.77442	1.8685	1.28683	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.0106137
6.42888	-2.64363	-2.7744	1.94234	1.28966	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0325112
6.4393	-2.75494	-2.68174	1.94824	1.18961	6.46538	-2.81029	6.45	-2.8	0	-2.72732	0.156437
6.4895	-2.89781	-2.69073	2.00725	1.18177	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.151099
6.54924	-3.04128	-2.71198	2.06998	1.18243	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.00429372
6.60429	-3.19676	-2.73971	2.11614	1.15913	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.29105
6.66483	-3.33095	-2.72516	2.15635	1.12544	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	0.0118932
6.72468	-3.49034	-2.75857	2.19063	1.09268	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.03499
6.78583	-3.61862	-2.72769	2.21966	1.04949	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	0.024949
6.8436	-3.77878	-2.75848	2.24015	1.0076	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.39006
6.89885	-3.89939	-2.70554	2.25702	0.955716	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	0.0485901
6.95288	-4.06258	-2.7351	2.26398	0.906049	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.87519
6.99532	-4.16617	-2.6592	2.26722	0.847824	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	0.0864057
7.04728	-4.30725	-2.6788	2.27185	0.807478	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	1.80879
7.13761	-4.43036	-2.72607	2.31025	0.8116	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	0.0211273
7.2018	-4.57789	-2.75254	2.31222	0.769799	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	2.21306
7.26355	-4.67951	-2.70172	2.32386	0.734716	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	0.038037
7.32926	-4.81418	-2.71702	2.32718	0.699508	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.32022
7.40782	-4.92873	-2.68548	2.34324	0.671964	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0.0165488
7.46644	-5.08601	-2.69958	2.32933	0.619366	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	2.55048
7.57057	-5.20837	-2.77042	2.36124	0.628466	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	0.0632449
7.63193	-5.36174	-2.79052	2.34371	0.577587	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.56571
7.69734	-5.46365	-2.73463	2.34699	0.545251	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	0.0460159
7.75486	-5.60467	-2.74254	2.33117	0.5012	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	1.72669
7.85559	-5.72808	-2.76742	2.35119	0.496171	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	0.00966244
7.92586	-5.88832	-2.78178	2.33168	0.448289	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	2.00142
7.99263	-5.99548	-2.7028	2.3292	0.413299	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	0.0838346
8.05576	-6.14619	-2.7081	2.30914	0.370122	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.4776
8.15133	-6.26334	-2.70994	2.32243	0.362869	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.000101905
8.22855	-6.39696	-2.71164	2.31642	0.336842	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.532351
8.33926	-6.51813	-2.74577	2.33554	0.339927	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	0.0120746
8.41259	-6.66043	-2.74977	2.32061	0.306377	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.857589
8.50087	-6.77651	-2.72757	2.32416	0.290896	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	0.00904931
8.55936	-6.93129	-2.73111	2.29425	0.245144	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.5625
8.64507	-7.05288	-2.72123	2.29433	0.230604	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.00205625
8.68962	-7.22369	-2.7287	2.2494	0.173342	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	2.41018
8.77269	-7.33912	-2.73825	2.25251	0.168535	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.000797265
8.82961	-7.47645	-2.74276	2.23019	0.137997	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.721242
8.90899	-7.59984	-2.73251	2.22748	0.126684	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.00176848
8.95845	-7.75922	-2.73717	2.19245	0.0850165	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.29463
9.03075	-7.88565	-2.72225	2.18479	0.0707817	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.00324827
9.06872	-8.05425	-2.72974	2.14095	0.0235929	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.63318
9.13843	-8.1832	-2.7195	2.13318	0.0129866	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.00162311
9.20015	-8.32271	-2.72022	2.11807	-0.00260767	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.187303
9.28087	-8.44269	-2.74905	2.12716	0.0119155	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	0.0148347
9.31907	-8.5875	-2.75391	2.09624	-0.0190291	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.753354
9.38508	-8.70906	-2.75951	2.09398	-0.0188922	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.00177129
9.42478	-8.86	-2.77149	2.06322	-0.0480221	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.744662
9.46283	-8.99522	-2.72001	2.0294	-0.0902163	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	0.0512643
9.50565	-9.1419	-2.7199	2.006	-0.108358	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.298971
9.56091	-9.27793	-2.71517	1.99497	-0.114025	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.000953572
9.59972	-9.42785	-2.71766	1.97032	-0.131926	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.264947
9.66128	-9.56972	-2.72675	1.9652	-0.128468	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.00149371
9.7037	-9.72113	-2.733	1.94472	-0.141326	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.143878
9.77482	-9.85779	-2.7672	1.95445	-0.117648	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	0.0184891
9.8033	-10.0034	-2.77474	1.92884	-0.136561	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.313759
9.8192	-10.1436	-2.72819	1.88662	-0.183883	9.75497	-10.1932	9.75	-10.2	0	-2.72857	0.0437163
9.83118	-10.3091	-2.73856	1.84841	-0.2108	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.625002
9.87492	-10.4543	-2.74668	1.84211	-0.202285	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.00250759
9.89854	-10.612	-2.75393	1.81757	-0.21498	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.153552
9.90271	-10.7576	-2.72089	1.77364	-0.259032	9.86786	-10.8223	9.85	-10.8	0	-2.72846	0.0283987
9.90802	-10.9166	-2.72729	1.74121	-0.276283	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.278892
9.91736	-11.0643	-2.71605	1.71155	-0.295466	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.00401592
9.90963	-11.225	-2.72355	1.67492	-0.314652	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.371359
9.9275	-11.3641	-2.73192	1.66418	-0.306895	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.00130864
9.91867	-11.5159	-2.74521	1.6327	-0.321623	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.306171
9.8908	-11.6649	-2.71809	1.57506	-0.377766	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	0.0361715
9.85243	-11.83	-2.73137	1.5276	-0.402479	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.732856
9.80683	-11.9765	-2.7091	1.46451	-0.459396	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	0.0303583
9.75479	-12.1353	-2.72033	1.41571	-0.480983	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.623527
9.6672	-12.2728	-2.6893	1.31962	-0.578227	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	0.0812536
9.6103	-12.4061	-2.68107	1.27653	-0.589457	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.525368
9.47215	-12.5253	-2.64657	1.1379	-0.738008	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	0.177587
9.39881	-12.6395	-2.63104	1.09054	-0.745698	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.659014
9.25203	-12.7515	-2.62397	0.953422	-0.882542	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	0.141684
9.1417	-12.8525	-2.61651	0.888096	-0.898766	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	1.00465
9.02463	-12.9509	-2.61524	0.81009	-0.938197	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.0127393
8.90894	-13.0368	-2.60609	0.746929	-0.949885	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.658735
8.78064	-13.1185	-2.60629	0.670147	-0.982394	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.0115907
8.64265	-13.1971	-2.61293	0.601167	-0.994892	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.613195
8.43319	-13.2256	-2.64889	0.418337	-1.17917	8.43462	-13.263	8.4	-13.15	-2.72644	0	0.261928
8.29188	-13.26	-2.63608	0.342463	-1.19101	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.709559
8.12215	-13.2679	-2.66773	0.215677	-1.28693	8.10139	-13.1447	8.1	-13.15	-3.00083	0	0.0760921
7.98497	-13.2716	-2.65732	0.139145	-1.29957	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.722666
7.86108	-13.3033	-2.63076	0.102816	-1.248	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	0.0252828
7.70444	-13.3059	-2.63773	0.02623	-1.25376	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.301532
7.53206	-13.2737	-2.67913	-0.094983	-1.32993	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	0.0579593
7.38287	-13.2354	-2.67363	-0.180439	-1.34209	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.501181
7.25394	-13.2233	-2.64036	-0.223321	-1.29604	7.19553	-13.2012	7.2	-13.15	-2.73035	0	0.0258203
7.10471	-13.1821	-2.64904	-0.298179	-1.29773	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.174824
6.97256	-13.149	-2.6308	-0.351166	-1.27088	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.00865617
6.81016	-13.1072	-2.66393	-0.412484	-1.25681	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.07813
6.70142	-13.103	-2.56648	-0.407749	-1.14757	6.53838	-13.1322	6.55	-13.15	-1.81656	0	0.177835
6.5516	-13.069	-2.59051	-0.451152	-1.12502	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.84551
6.42449	-13.0148	-2.57677	-0.498298	-1.10284	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.00695596
6.27249	-12.9671	-2.60619	-0.537863	-1.07875	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.998308
6.13858	-12.8593	-2.66407	-0.630622	-1.12747	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	0.0465477
5.98773	-12.7921	-2.69549	-0.669193	-1.10108	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	1.12603
5.87629	-12.7265	-2.65391	-0.701143	-1.06179	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	0.0283905
5.71783	-12.666	-2.69037	-0.720865	-1.02062	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	2.02754
5.60077	-12.5631	-2.71308	-0.779497	-1.02743	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.0047595
5.43673	-12.4895	-2.75547	-0.793059	-0.981709	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	2.55178
5.32794	-12.3906	-2.74685	-0.835846	-0.967994	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.00205142
5.18426	-12.3031	-2.77263	-0.854982	-0.932613	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	1.25954
5.09188	-12.2091	-2.76151	-0.891178	-0.920355	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.0028186
4.97348	-12.1168	-2.77991	-0.912723	-0.894936	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.682781
4.89417	-12.0298	-2.72653	-0.937982	-0.866478	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	0.0372972
4.80512	-11.9241	-2.73134	-0.973096	-0.858062	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.068088
4.71738	-11.78	-2.80479	-1.03192	-0.882164	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	0.0598894
4.62456	-11.6612	-2.82009	-1.06226	-0.86726	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.42477
4.5719	-11.5612	-2.74687	-1.09593	-0.851341	4.53697	-11.5591	4.55	-11.55	0	1.99749	0.0654607
4.52055	-11.4382	-2.74094	-1.14339	-0.856664	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.0698138
4.43587	-11.2697	-2.84188	-1.19144	-0.860607	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	0.117655
4.405	-11.1075	-2.84228	-1.25897	-0.88066	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.336878
4.41174	-10.9771	-2.72979	-1.33571	-0.913387	4.39651	-10.8822	4.45	-10.95	0	1.81807	0.157459
4.3989	-10.8317	-2.72024	-1.39721	-0.925515	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.26457
4.3898	-10.6888	-2.70333	-1.45649	-0.935902	4.493	-10.7885	4.45	-10.7	0	2.72865	0.00405208
4.39277	-10.5398	-2.69902	-1.51891	-0.947255	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.144222
4.3995	-10.3923	-2.68989	-1.57993	-0.958055	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.00148878
4.41405	-10.2434	-2.68918	-1.63927	-0.964662	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.043289
4.44179	-10.1	-2.67886	-1.70376	-0.978863	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.0029275
4.48638	-9.95092	-2.68149	-1.77279	-0.993622	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.227484
