px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.8946	-3.51653	-2.6866	-2.156	0.352537	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.263457
10.9956	-3.42121	-2.69667	-2.18103	0.286206	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	0.038236
11.067	-3.2787	-2.72044	-2.15128	0.299183	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.867098
11.1122	-3.12382	-2.71559	-2.08082	0.378943	11.1178	-2.98807	11.1	-3	0.907725	2.72317	0.051724
11.1765	-2.96657	-2.73435	-2.04638	0.390452	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.631292
11.2266	-2.81742	-2.73614	-2.0016	0.422902	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.00893036
11.2812	-2.6543	-2.75648	-1.96589	0.433196	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.616195
11.2267	-2.44921	-2.75224	-1.7907	0.659665	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	0.410159
11.2412	-2.29144	-2.75328	-1.7436	0.669314	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.425694
11.3427	-2.18634	-2.72994	-1.82137	0.493284	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	0.250532
11.3732	-2.02466	-2.74426	-1.78764	0.498171	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.269038
11.3799	-1.86664	-2.74696	-1.73193	0.539376	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.0142012
11.3903	-1.70819	-2.75223	-1.69408	0.546329	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.256859
11.3313	-1.54676	-2.7614	-1.58036	0.67333	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	0.138206
11.3187	-1.39917	-2.7681	-1.53872	0.679841	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.27852
11.2701	-1.23666	-2.7793	-1.45262	0.752807	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	0.0453369
11.2335	-1.09854	-2.76124	-1.40396	0.760804	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.539391
11.1122	-0.943117	-2.79974	-1.25347	0.928934	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	0.250391
11.0485	-0.7969	-2.814	-1.19676	0.936553	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.678801
10.9983	-0.657861	-2.80111	-1.16168	0.909137	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.00962816
10.9222	-0.524806	-2.79374	-1.10471	0.916241	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.219159
10.8227	-0.390009	-2.81302	-1.02056	0.968184	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	0.0258659
10.7238	-0.277009	-2.79653	-0.956515	0.980052	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.532767
10.5573	-0.159635	-2.861	-0.814589	1.11304	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	0.182947
10.428	-0.0692618	-2.84391	-0.738404	1.12914	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.754333
10.3346	0.0280283	-2.81088	-0.700165	1.0952	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	0.0188435
10.2004	0.0895004	-2.78163	-0.621467	1.11686	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.17811
10.0532	0.163377	-2.79711	-0.537596	1.14781	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.0114083
9.90425	0.195202	-2.76584	-0.449194	1.17672	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.57251
9.75155	0.243991	-2.7741	-0.368218	1.1975	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.00500327
9.59151	0.237494	-2.73924	-0.266107	1.23814	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.40317
9.43545	0.2613	-2.7457	-0.18648	1.2517	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.00278121
9.27715	0.253484	-2.73324	-0.095803	1.27541	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.641074
9.12508	0.256991	-2.73082	-0.0213863	1.27962	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.000464581
8.97162	0.25559	-2.73457	0.0496428	1.27964	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0308317
8.84898	0.216427	-2.64406	0.132529	1.29362	8.90199	0.247143	8.85	0.25	-1.81847	0	0.0772748
8.71432	0.210445	-2.6409	0.188883	1.27895	8.76016	0.263752	8.75	0.25	-1.81846	0	0.279833
8.54044	0.229297	-2.74597	0.218507	1.22882	8.46355	0.258809	8.55	0.25	-3.6326	0	0.117666
8.38974	0.206308	-2.75235	0.275629	1.21692	8.35367	0.252596	8.35	0.25	-3.6326	0	0.190854
8.23769	0.171378	-2.76458	0.333959	1.20633	8.05161	0.241868	8.2	0.25	-2.72841	0	0.00403127
8.09105	0.149344	-2.76733	0.375815	1.18044	8.05411	0.247878	8.05	0.25	-2.72842	0	0.642682
7.94428	0.104601	-2.77521	0.427935	1.16579	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.00296653
7.79898	0.0634392	-2.77802	0.471679	1.1442	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.542966
7.65686	0.0214034	-2.79195	0.503593	1.10663	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.0139095
7.51481	-0.0317324	-2.79299	0.545019	1.08648	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.542717
7.35764	-0.0433754	-2.83523	0.529022	0.99625	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	0.080377
7.2263	-0.0843887	-2.82935	0.553612	0.970926	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.927755
7.1202	-0.183609	-2.79423	0.634156	1.01221	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	0.0310811
6.99148	-0.248921	-2.7843	0.668716	0.991501	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.659906
6.88038	-0.346796	-2.77257	0.730288	1.00472	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.00406276
6.76757	-0.429436	-2.75925	0.771161	0.991286	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.397944
6.67309	-0.539287	-2.74633	0.835796	1.00835	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.00442445
6.56982	-0.636388	-2.73722	0.879304	0.997275	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.307681
6.52114	-0.804552	-2.72912	1.00779	1.10236	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	0.0904224
6.44589	-0.934921	-2.72976	1.06936	1.10326	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.00257778
6.39461	-1.07205	-2.73593	1.14382	1.12914	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.0049308
6.34256	-1.20813	-2.74511	1.20518	1.13278	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.150397
6.29628	-1.33363	-2.7412	1.25551	1.12234	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.00207306
6.25677	-1.4596	-2.73629	1.30935	1.12088	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0484007
6.25864	-1.62574	-2.7626	1.42178	1.20398	6.24787	-1.61119	6.25	-1.6	0	-2.99288	0.0608729
6.24121	-1.76169	-2.76168	1.48121	1.20328	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00531797
6.27484	-1.9422	-2.79505	1.60704	1.29116	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	0.0722402
6.2961	-2.08945	-2.7845	1.68285	1.29733	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.212957
6.30766	-2.22236	-2.74791	1.72767	1.25455	6.53066	-2.26346	6.35	-2.2	0	-2.72782	0.0291721
6.34218	-2.366	-2.74122	1.79992	1.25877	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0773152
6.35506	-2.50018	-2.71169	1.83689	1.21101	6.27034	-2.51837	6.35	-2.55	0	-3.63689	0.0262904
6.38754	-2.65559	-2.72846	1.89581	1.20074	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.42974
6.4446	-2.80819	-2.75095	1.96881	1.21105	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.00371136
6.49232	-2.96339	-2.77148	2.02324	1.19574	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.681066
6.54701	-3.10147	-2.76165	2.07205	1.17143	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.00552218
6.60409	-3.25112	-2.77995	2.11969	1.15193	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.71304
6.67068	-3.38165	-2.75918	2.16351	1.1226	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	0.0133059
6.73243	-3.53036	-2.77929	2.20123	1.09557	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.08295
6.80425	-3.66017	-2.76651	2.2401	1.06741	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.00711196
6.86381	-3.81505	-2.79094	2.26224	1.02721	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	2.01874
6.93022	-3.93705	-2.75383	2.28793	0.987045	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	0.025882
6.98819	-4.09444	-2.77653	2.29794	0.939297	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.48009
7.0959	-4.23164	-2.82395	2.34571	0.93881	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	0.0161436
7.1636	-4.39005	-2.84518	2.35094	0.889177	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.44866
7.24516	-4.50885	-2.8158	2.3741	0.858574	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	0.0144602
7.30022	-4.67545	-2.83214	2.36108	0.795523	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.58249
7.36885	-4.78014	-2.78237	2.37326	0.760461	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	0.0357379
7.41847	-4.92286	-2.78705	2.3611	0.708757	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.53442
7.52116	-5.04367	-2.84578	2.39235	0.711261	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	0.0481968
7.57774	-5.19357	-2.85476	2.37573	0.657053	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.64327
7.64549	-5.29651	-2.76664	2.38201	0.618791	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	0.0940318
7.7077	-5.44832	-2.76823	2.36653	0.567932	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	2.23474
7.80248	-5.56579	-2.78021	2.38566	0.557923	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	0.0169424
7.87374	-5.71683	-2.78573	2.37139	0.511773	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.70053
7.94207	-5.81976	-2.69873	2.37227	0.477071	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	0.0955461
8.00357	-5.96208	-2.69447	2.35497	0.432985	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.67833
8.10631	-6.07951	-2.72001	2.37243	0.428823	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	0.0107248
8.17034	-6.23282	-2.72428	2.34798	0.38018	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	1.81578
8.28148	-6.35617	-2.76062	2.3647	0.378231	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	0.0131583
8.34934	-6.51299	-2.76789	2.33847	0.330698	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	1.70205
8.41864	-6.61979	-2.69466	2.33328	0.30156	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	0.0662278
8.47145	-6.76677	-2.68798	2.304	0.255565	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.77065
8.54932	-6.88066	-2.66763	2.30341	0.23967	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.00692488
8.59295	-7.04117	-2.66718	2.26228	0.185378	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	2.20888
8.69687	-7.16666	-2.71137	2.27571	0.19331	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	0.0246082
8.75103	-7.33197	-2.72144	2.23804	0.145241	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	1.71909
8.81387	-7.45361	-2.66756	2.22099	0.113309	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	0.0475739
8.86857	-7.59595	-2.66496	2.19644	0.0827352	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.747899
8.9677	-7.72158	-2.70893	2.21088	0.0988704	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	0.0302389
9.0263	-7.8723	-2.71508	2.18478	0.0677825	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.700864
9.11207	-7.99604	-2.74316	2.18893	0.0714874	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.00865479
9.15194	-8.14652	-2.75052	2.15266	0.0322133	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	1.16286
9.19	-8.27183	-2.67418	2.1177	-0.016369	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	0.0880083
9.23444	-8.41819	-2.67308	2.08957	-0.0432487	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.601191
9.30545	-8.54859	-2.67838	2.08604	-0.043352	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.000514062
9.34247	-8.70383	-2.68281	2.05173	-0.0745609	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.734358
9.40741	-8.83859	-2.68801	2.04521	-0.0759329	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.000391167
9.43883	-8.99551	-2.69261	2.00971	-0.10639	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.716592
9.50618	-9.12229	-2.71786	2.01443	-0.0906986	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.0101749
9.52772	-9.27898	-2.73162	1.97506	-0.124205	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.960777
9.5846	-9.41951	-2.73644	1.96755	-0.123617	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.000500553
9.61416	-9.5825	-2.74718	1.93499	-0.148311	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.516719
9.66929	-9.71368	-2.76296	1.93514	-0.136369	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.00480443
9.68907	-9.86814	-2.776	1.90195	-0.161514	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.593485
9.71693	-9.99761	-2.75813	1.87945	-0.180526	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.00653147
9.75373	-10.1338	-2.76125	1.8662	-0.184497	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0198887
9.7603	-10.2769	-2.71737	1.81858	-0.236535	9.77731	-10.3295	9.75	-10.3	0	-2.72851	0.0478995
9.78665	-10.4289	-2.72178	1.7977	-0.24398	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0551268
9.83842	-10.5803	-2.74471	1.80179	-0.219732	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	0.0109495
9.86497	-10.7333	-2.74917	1.78369	-0.225342	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0376295
9.87205	-10.8668	-2.72894	1.75067	-0.255202	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.0127011
9.88301	-11.012	-2.73772	1.72734	-0.264993	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.13246
9.8986	-11.1444	-2.73544	1.71258	-0.2656	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.00299962
9.89502	-11.2971	-2.74961	1.68159	-0.281958	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.368114
9.91539	-11.4361	-2.76011	1.67612	-0.268225	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.00378389
9.90361	-11.5907	-2.77479	1.64322	-0.286199	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.437822
9.83152	-11.7296	-2.70527	1.53983	-0.409159	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	0.184522
9.80798	-11.8778	-2.70377	1.50609	-0.419962	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.239064
9.77058	-12.0254	-2.69008	1.45296	-0.4622	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.0180871
9.72684	-12.1726	-2.69109	1.41141	-0.477426	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.419514
9.68265	-12.315	-2.68303	1.36614	-0.502776	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.00581942
9.62686	-12.4629	-2.6893	1.32281	-0.517045	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.330761
9.50761	-12.5863	-2.65444	1.20372	-0.643179	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	0.136503
9.43316	-12.7135	-2.6497	1.15544	-0.655615	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.510682
9.27315	-12.8064	-2.62465	0.99974	-0.828152	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	0.235943
9.16368	-12.9076	-2.62706	0.934764	-0.84954	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	1.3046
9.00146	-12.9968	-2.6259	0.799556	-0.972528	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	0.115698
8.88848	-13.0795	-2.61172	0.736783	-0.982633	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.75071
8.75833	-13.1609	-2.61303	0.656759	-1.0179	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.0117396
8.62548	-13.2311	-2.60905	0.587397	-1.0306	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.674016
8.41178	-13.2412	-2.6446	0.392592	-1.23279	8.27267	-12.996	8.4	-13.15	-2.99683	0	0.324225
8.2838	-13.2673	-2.62973	0.321028	-1.24399	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.763179
8.15383	-13.3074	-2.61417	0.267522	-1.21938	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	0.0132777
8.00484	-13.327	-2.61137	0.190106	-1.22915	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.419462
7.85206	-13.3412	-2.62574	0.103329	-1.25783	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.00847026
7.69503	-13.335	-2.6279	0.021056	-1.26927	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.650628
7.56336	-13.3329	-2.6266	-0.0417742	-1.26731	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.000437379
7.41891	-13.3116	-2.63445	-0.115288	-1.27492	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.527168
7.25905	-13.2659	-2.66462	-0.219573	-1.32333	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0.026582
7.10789	-13.2182	-2.67132	-0.300452	-1.32942	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.351927
6.97086	-13.1724	-2.6582	-0.365064	-1.31364	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.008124
6.80542	-13.1286	-2.69441	-0.428647	-1.29883	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.33342
6.67994	-13.0703	-2.70527	-0.494726	-1.30185	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.00109524
6.52739	-13.0167	-2.74479	-0.546788	-1.28245	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.6648
6.42733	-13.004	-2.61513	-0.536826	-1.16429	6.27012	-13.1139	6.25	-13.05	-1.81729	0	0.267912
6.27267	-12.9566	-2.64676	-0.574548	-1.13408	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.40469
6.14517	-12.8639	-2.67529	-0.648491	-1.1522	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	0.00938163
5.99621	-12.7937	-2.70557	-0.688415	-1.12547	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	1.12917
5.89314	-12.725	-2.68106	-0.725481	-1.09961	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.0114533
5.74141	-12.6691	-2.72137	-0.740805	-1.05631	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.4722
5.64432	-12.6131	-2.65926	-0.756699	-1.0043	5.45236	-12.7392	5.45	-12.7	-2.00001	1	0.0618287
5.50338	-12.5539	-2.68744	-0.769073	-0.964674	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.76008
5.4036	-12.4614	-2.69293	-0.813943	-0.961768	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.000175263
5.2721	-12.3857	-2.71724	-0.831127	-0.92942	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	1.21464
5.17148	-12.292	-2.70057	-0.868268	-0.913905	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.00902931
5.04445	-12.1976	-2.71679	-0.891762	-0.886639	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.735589
4.95146	-12.0604	-2.79505	-0.959359	-0.923243	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	0.0800571
4.84498	-11.9549	-2.81117	-0.986047	-0.9029	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.520886
4.77155	-11.8493	-2.77576	-1.0209	-0.887306	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	0.0206377
4.68584	-11.7375	-2.78176	-1.05332	-0.875112	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.140789
4.60905	-11.6012	-2.82896	-1.10155	-0.883569	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	0.0269748
4.55341	-11.47	-2.82843	-1.15045	-0.888206	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0193583
4.4885	-11.3259	-2.86824	-1.19586	-0.88991	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0.0177924
4.44742	-11.1827	-2.87128	-1.24875	-0.898002	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.100114
4.43822	-11.0518	-2.78167	-1.31586	-0.918942	4.43672	-11.0976	4.45	-11.05	0	1.8168	0.0968583
4.40936	-10.9088	-2.77364	-1.3682	-0.921461	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.139974
4.3835	-10.7692	-2.78074	-1.41408	-0.920552	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.000688427
4.38631	-10.6315	-2.77305	-1.47397	-0.935191	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.315394
4.43355	-10.505	-2.69872	-1.56886	-0.997284	4.44716	-10.5583	4.45	-10.55	0	2.00041	0.0944875
4.43717	-10.3801	-2.68899	-1.61688	-0.996426	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.204874
4.45556	-10.246	-2.68266	-1.67531	-1.00736	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.0016054
4.49147	-10.1132	-2.68036	-1.73848	-1.02033	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.241789
4.49582	-9.96701	-2.69627	-1.76837	-0.985278	4.56608	-10.005	4.55	-10	0	2.72717	0.0144727
4.53547	-9.82446	-2.6946	-1.82702	-0.989862	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0457658
4.59295	-9.68348	-2.68975	-1.89777	-1.01076	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.00354709
4.66733	-9.54162	-2.69696	-1.9692	-1.02548	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.34188
4.67074	-9.40452	-2.71576	-1.96098	-0.944423	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	0.0578592
4.75141	-9.27319	-2.73052	-2.02507	-0.958938	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.550797
4.87298	-9.16565	-2.72435	-2.1368	-1.0434	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	0.0574997
4.96403	-9.04904	-2.73423	-2.19809	-1.0509	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.211304
4.97668	-8.92221	-2.72599	-2.16425	-0.930026	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	0.121757
5.0721	-8.79945	-2.74619	-2.21836	-0.934644	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.5084
5.1949	-8.69386	-2.74868	-2.30098	-0.975778	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	0.0163258
5.31062	-8.58161	-2.7584	-2.36067	-0.980174	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.165356
5.34327	-8.45377	-2.74045	-2.32303	-0.856738	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	0.12947
5.45641	-8.34031	-2.767	-2.36996	-0.857219	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.773854
5.56069	-8.23945	-2.77577	-2.41384	-0.859045	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.00249031
5.67968	-8.13454	-2.79925	-2.45793	-0.857287	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.592609
5.73905	-8.01519	-2.77773	-2.42979	-0.752491	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	0.0993515
5.84658	-7.91958	-2.78439	-2.46508	-0.74965	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.077135
5.93199	-7.81345	-2.77601	-2.46624	-0.696075	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0.0271314
6.04191	-7.71568	-2.78672	-2.49588	-0.690318	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.247067
6.14444	-7.60753	-2.77683	-2.50101	-0.64079	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0.0227015
6.26388	-7.50785	-2.78149	-2.52997	-0.634738	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.192779
6.38474	-7.4264	-2.7928	-2.57068	-0.652424	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	0.0113317
6.51186	-7.33499	-2.81367	-2.5982	-0.645899	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.493602
6.64669	-7.25635	-2.81585	-2.63371	-0.645925	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	2.3835e-06
6.77758	-7.17899	-2.81408	-2.66532	-0.642596	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.0778266
6.85649	-7.07611	-2.77411	-2.62812	-0.53671	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	0.110353
6.97481	-7.00104	-2.77664	-2.64983	-0.53185	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.110339
7.10871	-6.92756	-2.77501	-2.67314	-0.521664	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.00138576
7.24735	-6.83547	-2.79239	-2.6895	-0.509	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.654401
7.34418	-6.72655	-2.75147	-2.64538	-0.395953	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	0.125249
7.47662	-6.63534	-2.76273	-2.65609	-0.38498	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.424267
